EmployeeId,EmployeeName,Department,CompanyName,CompanyID
80871,sonu,HR,sonubit,sonubit143
80919,sonu,TESTING,sonubit,sonubit143
80968,vishab,QA,sonubit,sonubit143
81018,sonu,TESTING,sonubit,sonubit143
81069,sonu,MANAGEMENT,sonubit,sonubit143
81121,raju,MANAGEMENT,sonubit,sonubit143
81174,sadu,HR,sonubit,sonubit143
81228,raju,TESTING,sonubit,sonubit143
81283,vishab,HR,sonubit,sonubit143
81339,sonu,TESTING,sonubit,sonubit143
81396,raju,HR,sonubit,sonubit143
81454,sadu,TESTING,sonubit,sonubit143
81513,raju,QA,sonubit,sonubit143
81573,vishab,HR,sonubit,sonubit143
81634,raju,TESTING,sonubit,sonubit143
81696,vishab,DEV,sonubit,sonubit143
81759,raju,HR,sonubit,sonubit143
81823,sonu,MANAGEMENT,sonubit,sonubit143
81888,sonu,QA,sonubit,sonubit143
81954,vishab,DEV,sonubit,sonubit143
82021,sadu,DEV,sonubit,sonubit143
82089,sonu,DEV,sonubit,sonubit143
82158,sonu,HR,sonubit,sonubit143
82228,sonu,HR,sonubit,sonubit143
82299,rahul,MANAGEMENT,sonubit,sonubit143
82371,rahul,HR,sonubit,sonubit143
82444,sadu,HR,sonubit,sonubit143
82518,vishab,MANAGEMENT,sonubit,sonubit143
82593,sonu,TESTING,sonubit,sonubit143
82669,raju,QA,sonubit,sonubit143
82746,rahul,HR,sonubit,sonubit143
82824,raju,QA,sonubit,sonubit143
82903,rahul,TESTING,sonubit,sonubit143
82983,rahul,MANAGEMENT,sonubit,sonubit143
83064,sonu,MANAGEMENT,sonubit,sonubit143
83146,rahul,QA,sonubit,sonubit143
83229,raju,MANAGEMENT,sonubit,sonubit143
83313,raju,TESTING,sonubit,sonubit143
83398,sadu,QA,sonubit,sonubit143
83484,vishab,TESTING,sonubit,sonubit143
83571,raju,DEV,sonubit,sonubit143
83659,raju,MANAGEMENT,sonubit,sonubit143
83748,sonu,TESTING,sonubit,sonubit143
83838,vishab,TESTING,sonubit,sonubit143
83929,vishab,DEV,sonubit,sonubit143
84021,sadu,QA,sonubit,sonubit143
84114,sonu,QA,sonubit,sonubit143
84208,sadu,QA,sonubit,sonubit143
84303,vishab,TESTING,sonubit,sonubit143
84399,sadu,QA,sonubit,sonubit143
84496,sadu,HR,sonubit,sonubit143
84594,sonu,TESTING,sonubit,sonubit143
84693,vishab,QA,sonubit,sonubit143
84793,vishab,HR,sonubit,sonubit143
84894,vishab,HR,sonubit,sonubit143
84996,sadu,TESTING,sonubit,sonubit143
85099,sadu,DEV,sonubit,sonubit143
85203,sonu,HR,sonubit,sonubit143
85308,rahul,MANAGEMENT,sonubit,sonubit143
85414,vishab,MANAGEMENT,sonubit,sonubit143
85521,sadu,QA,sonubit,sonubit143
85629,rahul,MANAGEMENT,sonubit,sonubit143
85738,sadu,QA,sonubit,sonubit143
85848,raju,MANAGEMENT,sonubit,sonubit143
85959,sadu,MANAGEMENT,sonubit,sonubit143
86071,sadu,TESTING,sonubit,sonubit143
86184,raju,QA,sonubit,sonubit143
86298,raju,TESTING,sonubit,sonubit143
86413,sonu,HR,sonubit,sonubit143
86529,rahul,TESTING,sonubit,sonubit143
86646,sonu,TESTING,sonubit,sonubit143
86764,sadu,TESTING,sonubit,sonubit143
86883,rahul,TESTING,sonubit,sonubit143
87003,raju,QA,sonubit,sonubit143
87124,raju,MANAGEMENT,sonubit,sonubit143
87246,vishab,TESTING,sonubit,sonubit143
87369,sonu,HR,sonubit,sonubit143
87493,sadu,HR,sonubit,sonubit143
87618,sadu,DEV,sonubit,sonubit143
87744,vishab,MANAGEMENT,sonubit,sonubit143
87871,sadu,TESTING,sonubit,sonubit143
87999,sonu,QA,sonubit,sonubit143
88128,sonu,TESTING,sonubit,sonubit143
88258,raju,DEV,sonubit,sonubit143
88389,raju,QA,sonubit,sonubit143
88521,sonu,HR,sonubit,sonubit143
88654,vishab,MANAGEMENT,sonubit,sonubit143
88788,raju,TESTING,sonubit,sonubit143
88923,raju,MANAGEMENT,sonubit,sonubit143
89059,vishab,TESTING,sonubit,sonubit143
89196,sadu,MANAGEMENT,sonubit,sonubit143
89334,sonu,HR,sonubit,sonubit143
89473,vishab,TESTING,sonubit,sonubit143
89613,vishab,QA,sonubit,sonubit143
89754,sadu,TESTING,sonubit,sonubit143
89896,vishab,QA,sonubit,sonubit143
90039,raju,TESTING,sonubit,sonubit143
90183,raju,TESTING,sonubit,sonubit143
90328,rahul,DEV,sonubit,sonubit143
90474,rahul,MANAGEMENT,sonubit,sonubit143
90621,raju,TESTING,sonubit,sonubit143
90769,sonu,HR,sonubit,sonubit143
90918,raju,DEV,sonubit,sonubit143
91068,sadu,HR,sonubit,sonubit143
91219,rahul,DEV,sonubit,sonubit143
91371,vishab,HR,sonubit,sonubit143
91524,raju,MANAGEMENT,sonubit,sonubit143
91678,sonu,MANAGEMENT,sonubit,sonubit143
91833,rahul,HR,sonubit,sonubit143
91989,sonu,QA,sonubit,sonubit143
92146,sonu,HR,sonubit,sonubit143
92304,rahul,HR,sonubit,sonubit143
92463,sonu,DEV,sonubit,sonubit143
92623,vishab,HR,sonubit,sonubit143
92784,rahul,DEV,sonubit,sonubit143
92946,rahul,DEV,sonubit,sonubit143
93109,vishab,QA,sonubit,sonubit143
93273,sadu,TESTING,sonubit,sonubit143
93438,sadu,HR,sonubit,sonubit143
93604,rahul,DEV,sonubit,sonubit143
93771,vishab,DEV,sonubit,sonubit143
93939,vishab,TESTING,sonubit,sonubit143
94108,sadu,TESTING,sonubit,sonubit143
94278,sadu,QA,sonubit,sonubit143
94449,rahul,QA,sonubit,sonubit143
94621,sonu,DEV,sonubit,sonubit143
94794,sonu,QA,sonubit,sonubit143
94968,sadu,QA,sonubit,sonubit143
95143,sonu,MANAGEMENT,sonubit,sonubit143
95319,sadu,TESTING,sonubit,sonubit143
95496,raju,MANAGEMENT,sonubit,sonubit143
95674,sadu,MANAGEMENT,sonubit,sonubit143
95853,sonu,HR,sonubit,sonubit143
96033,vishab,HR,sonubit,sonubit143
96214,sonu,QA,sonubit,sonubit143
96396,sonu,DEV,sonubit,sonubit143
96579,raju,MANAGEMENT,sonubit,sonubit143
96763,rahul,QA,sonubit,sonubit143
96948,raju,QA,sonubit,sonubit143
97134,rahul,TESTING,sonubit,sonubit143
97321,rahul,MANAGEMENT,sonubit,sonubit143
97509,raju,TESTING,sonubit,sonubit143
97698,sonu,MANAGEMENT,sonubit,sonubit143
97888,rahul,MANAGEMENT,sonubit,sonubit143
98079,sadu,DEV,sonubit,sonubit143
98271,rahul,MANAGEMENT,sonubit,sonubit143
98464,sonu,QA,sonubit,sonubit143
98658,vishab,QA,sonubit,sonubit143
98853,vishab,TESTING,sonubit,sonubit143
99049,vishab,MANAGEMENT,sonubit,sonubit143
99246,sonu,MANAGEMENT,sonubit,sonubit143
99444,raju,QA,sonubit,sonubit143
99643,raju,MANAGEMENT,sonubit,sonubit143
